Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
398,1970,7,7,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)","Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
399,1970,7,7,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,0,0,NA,,70s,
400,1970,7,7,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Unknown,Explosives,0,0,NA,,70s,
401,1970,7,7,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,0,0,NA,,70s,
402,1970,7,8,United States,North America,Oneonta,33.948315,-86.472939,"7/8/1970: Gaylen Alexander and Billy Joel Oglesby detonated an explosive device in a dynamite warehouse owned by the Atlas Powder Company in Oneonta, Alabama, United States.  The blast ignited two-thousand cases of dynamite stored at the warehouse destroying the building.  There were no casualties but windows were shattered at buildings within an eight mile radius of the warehouse.",0,Bombing/Explosion,Business,Industrial/Textiles/Factory,Unknown,Explosives,0,0,0,,70s,0
403,1970,7,8,United States,North America,Petaluma,38.232471,-122.644448,"7/8/1970: Unknown perpetrators threw a Molotov Cocktail into a home that housed two printers for the strike-bound San Rafael Independent Journal in Petaluma, California, United States.  Six people escaped from the house without injury but the interior of the house was damaged.",0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,Strikers,Incendiary,0,0,0,To protest individuals not participating in the strike of the San Rafael Independent Journal,70s,0
404,1970,7,9,West Germany (FRG),Western Europe,Munich,48.139126,11.580186,,0,Facility/Infrastructure Attack,Government (General),Judge/Attorney/Court,Unknown,Incendiary,NA,NA,NA,,70s,
405,1970,7,9,United States,North America,Des Plaines,42.039274,-87.859977,"7/9/1970: Unknown perpetrators set a fire in the Selective Service office in Des Plaines, Illinois, United States.  The fire, however, extinguished itself and only a desk and table were destroyed.",0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Left-Wing Militants,Incendiary,0,0,0,To protest and sabotage the draft,70s,0
406,1970,7,10,Colombia,South America,Manizales,5.059097,-75.50596,,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Unknown,Unknown,NA,NA,NA,,70s,
407,1970,7,11,Guatemala,Central America & Caribbean,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Business,,Rebel Armed Forces of Guatemala (FAR),Unknown,NA,NA,NA,,70s,
408,1970,7,11,United States,North America,New Bedford,41.637675,-70.930869,"7/11/1970: Unknown White perpetrators fired shotgun blasts indiscriminately into a crowd of African American youths in New Bedford, Massachusetts, United States.  Lester Lima was killed and Kim Holland, Randall Robinson, and Gordon Ribiro were wounded.  This attack sparked widespread rioting by the African American community of New Bedford.",0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,White extremists,Firearms,1,3,0,Intimidate the African American community of New Bedford Massachusetts.,70s,0
409,1970,7,12,United States,North America,Palo Alto,37.424305,-122.143913,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,0,0,NA,,70s,
410,1970,7,14,United States,North America,Chicago,41.842602,-87.681229,"7/14/1970: Unknown perpetrators threw two Molotov cocktails and bricks into the Tri-City Human Relations Council building in Chicago, Illinois, United States.  There were no casualties and the building sustained only minor damages.  The council was involved in an anti-discrimination lawsuit against various housing developers and real estate brokers in Chicago.",0,Facility/Infrastructure Attack,NGO,Domestic NGO,Black Nationalists,Incendiary,0,0,0,Protesting the multiple housing discrimination lawsuits that the Tri-Cities Human Relations Council was involved with.,70s,0
411,1970,7,14,United States,North America,New York City,40.697132,-73.931351,"7/14/1970: Unknown perpetrators firebombed a Marine Corp Recruiting Booth in New York City, United States. There were no casualties and it is unknown if the recruiting booth sustained any damages.",0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,Left-Wing Militants,Incendiary,0,0,0,Protest the draft and the US military,70s,0
412,1970,7,16,United States,North America,Chicago,41.842602,-87.681229,"7/16/1970: The offices of the Southeast Community Organization of Chicago, Illinois, United States were firebombed by unknown perpetrators.  There were no casualties and it is unknown if the building sustained any damages.  This incident took place two days after the Tri-City Human Relations Council building in Chicago was firebombed.",0,Facility/Infrastructure Attack,NGO,Domestic NGO,White extremists,Incendiary,0,0,0,,70s,0
413,1970,7,16,United States,North America,New York City,40.697132,-73.931351,"7/16/1970: Unknown perpetrators firebombed a Marine Corps Recruiting Office in Brooklyn, New York, United States.  There were no casualties and it is unknown if the recruiting office sustained any damages.",0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,Left-Wing Militants,Incendiary,0,0,0,Protest the draft and the US military,70s,0
414,1970,7,16,United States,North America,St. Paul,44.943829,-93.093326,"7/16/1970: Unknown perpetrators firebombed the Dakota County Selective Service Office in St. Paul, Minnesota, United States.  There were no casualties and it is unknown if the Selective Service office sustained any damages.",0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Left-Wing Militants,Incendiary,0,0,0,To protest and sabotage the draft,70s,0
415,1970,7,17,United States,North America,Chicago,41.842602,-87.681229,"7/17/1970: Chicago police officers Tony Rizzato and James Severin were killed by snipers while patrolling an open area at the Mother Cabrini Homes project in Chicago, Illinois, United States.  Two African Americans, Johnnie Veal and George Knights, were convicted of the murders.",0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Black Nationalists,Firearms,2,0,0,To kill police,70s,0
416,1970,7,18,United States,North America,New York City,40.697132,-73.931351,"7/18/1970: Unknown perpetrators bombed the Broadway Savings Bank in Manhattan, New York, United States.  There were no casualties but windows and glass doors were shattered.",0,Bombing/Explosion,Business,Bank/Commerce,Left-Wing Militants,Explosives,0,0,0,,70s,0
417,1970,7,20,United States,North America,New York City,40.697132,-73.931351,"7/20/1970: Suspected Black nationalists firebombed the Crown Heights Jewish Community Council in Brooklyn, New York, United States.  There were no casualties, however, the building was heavily damaged.",0,Facility/Infrastructure Attack,NGO,Domestic NGO,Black Nationalists,Incendiary,0,0,0,To protest the Jewish agency's operations in a predominantly Black community.,70s,0
418,1970,7,21,Bolivia,South America,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Business,Mining,Ejercito de Liberacion Nacional (Bolivia),Unknown,0,0,NA,,70s,
419,1970,7,21,United States,North America,San Diego,32.715695,-117.161719,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,0,0,NA,,70s,
420,1970,7,21,United States,North America,New York City,40.697132,-73.931351,"7/21/1970: Two cars being prepared for delivery to the New York Police Department were bombed in Queens, New York, United States.  There were no casualties, but both cars sustained damages.  A crudely made Vietcong flag was discovered at the scene.",0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Left-Wing Militants,Explosives,0,0,0,Protest the War in Vietnam,70s,0
421,1970,7,21,United States,North America,Milwaukee,43.064388,-87.966202,"7/21/1970: Suspected revolutionary leftists  bombed a truck at the South Side Reserve Headquarters in Milwaukee, Wisconsin, United States.  There were no casualties but the blast caused minor damage.  There were many other bombings in the Milwaukee area during this time period.",0,Bombing/Explosion,Business,Bank/Commerce,Left-Wing Militants,Explosives,0,0,0,,70s,0
422,1970,7,22,Greece,Western Europe,Athens,37.99749,23.762728,,0,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Arabs,Firearms,0,0,0,,70s,
423,1970,7,22,United States,North America,Milwaukee,43.064388,-87.966202,"7/22/1970: Suspected revolutionary leftists bombed a fuel line at the Wisconsin Petroleum Terminal Corporation in Jones Island, Wisconsin, United States.  There were no casualties but twelve thousand gallons of fuel oil leaked out of the pipe and around eighteen windows on the premises were shattered.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",0,Bombing/Explosion,Utilities,Oil,Left-Wing Militants,Explosives,0,0,0,,70s,0
424,1970,7,22,United States,North America,Camden,39.933449,-75.106743,"7/22/1970: Unknown perpetrators firebombed an Army Recruiting Trailer in Camden, New Jersey, United States.  There were no casualties and it is unknown if the trailer was damaged.",0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,Left-Wing Militants,Incendiary,0,0,0,Protest the draft and the US military,70s,0
425,1970,7,23,Nicaragua,Central America & Caribbean,Managua,12.103822,-86.267014,,0,Hostage Taking (Kidnapping),Business,,Sandinista National Liberation Front (FSLN),Unknown,0,0,NA,,70s,
426,1970,7,23,United States,North America,Los Angeles,34.097866,-118.407379,"7/23/1970: Unknown perpetrators, located on the Grove-Shafter Freeway, threw a bomb at the California Highway Patrol office in Oakland, California, United States.  The bomb landed fifty feet away from the building and created a small hole in the ground.",0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Left-Wing Militants,Explosives,0,0,0,,70s,0
427,1970,7,24,Brazil,South America,Recife,-8.048021,-34.876338,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Unknown,Unknown,0,0,NA,,70s,
428,1970,7,24,United States,North America,New York City,40.697132,-73.931351,"7/24/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred four days after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",0,Facility/Infrastructure Attack,NGO,Domestic NGO,Jewish Defense League (JDL),Incendiary,0,0,0,Revenge for the firebombing of a Jewish Community Center in Brooklyn,70s,0
429,1970,7,26,United States,North America,St. Louis,38.62774,-90.199514,,0,Assassination,Business,Retail/Grocery/Bakery,Unknown,Explosives,1,0,NA,,70s,
430,1970,7,26,United States,North America,Sparta,43.939135,-90.820369,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,American Servicemen's Union (ASU),Explosives,0,0,NA,,70s,
431,1970,7,27,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Business,Bank/Commerce,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
432,1970,7,26,United States,North America,Sparta,43.939135,-90.820369,,0,Bombing/Explosion,Utilities,Electricity,American Servicemen's Union (ASU),Explosives,0,0,NA,,70s,
433,1970,7,26,United States,North America,Sparta,43.939135,-90.820369,,0,Bombing/Explosion,Telecommunication,Telephone/Telegraph,American Servicemen's Union (ASU),Explosives,0,0,NA,,70s,
434,1970,7,27,United States,North America,San Francisco,37.755363,-122.443352,"7/27/1970: In a series of related attack, unknown perpetrators bombed the Armed Forces Police Station in San Francisco, California, United States.  There were no casualties but the bomb created a five inch hole in the office of the commanding officer and shattered windows at the army base.",1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Explosives,0,0,0,,70s,0
435,1970,7,27,United States,North America,San Francisco,37.755363,-122.443352,"7/27/1970: In a series of related attack, unknown perpetrators bombed a historic Nike missile located at the Army Presidio in San Francisco, California, United States.  There were no casualties but the bomb caused minor damages.",1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Explosives,0,0,0,,70s,0
436,1970,7,28,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Government (General),Judge/Attorney/Court,Tupamaros (Uruguay),Unknown,0,0,NA,,70s,
437,1970,7,28,United States,North America,Houston,29.813822,-95.365295,,0,Bombing/Explosion,Business,Medical/Pharmaceutical,Unknown,Explosives,0,0,NA,,70s,
438,1970,7,28,Spain,Western Europe,Pamplona,42.815372,-1.653616,,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,GAC,Explosives,NA,NA,NA,,70s,
439,1970,7,30,United States,North America,Alameda,37.774422,-122.275475,,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
440,1970,7,30,United States,North America,Chicago,41.842602,-87.681229,,0,Bombing/Explosion,Utilities,Electricity,Black Panthers,Explosives,0,0,NA,,70s,
441,1970,7,31,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Tupamaros (Uruguay),Unknown,NA,NA,NA,,70s,
442,1970,7,31,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Tupamaros (Uruguay),Unknown,0,0,NA,,70s,
443,1970,7,31,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Tupamaros (Uruguay),Unknown,1,0,NA,,70s,
444,1970,7,31,Argentina,South America,Garin,-34.422436,-58.737755,,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Revolutionary Armed Forces- Argentina (FAR-A),Firearms,0,0,NA,,70s,
445,1970,7,31,United States,North America,Charlotte,35.2225,-80.837539,"7/31/1970: Unknown perpetrators fired shotgun blasts at the house of the first African American family to move into a White neighborhood in Charlotte,North Carolina, United States.  There were no casualties but it is uknown if the house was damaged.",0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,White extremists,Firearms,0,0,0,To scare the African American family into leaving neighborhood and to intimidate future African American families from moving into the neighborhood.,70s,0
446,1970,8,0,Netherlands,Western Europe,Amsterdam,52.370216,4.895168,,0,Armed Assault,Government (Diplomatic),Embassy/Consulate,South Moluccans,Firearms,NA,NA,NA,,70s,
447,1970,8,1,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Business,Bank/Commerce,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
448,1970,8,1,Belgium,Western Europe,Brussels,50.836426,4.367415,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Croatian Nationalists,Explosives,0,0,NA,,70s,
449,1970,8,2,United States,North America,Berkeley,37.874043,-122.280022,"8/2/1970: Unknown perpetrators taped a bomb to a police car driven by Officer Robert F. Maloney in Berkeley, California, United States.  The bomb exploded, rupturing the gasoline tank, and sending flames twenty five feet up into the air.  Officer Maloney was able to escape the vehicle unharmed but the car was destroyed.",0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Black Nationalists,Explosives,0,0,0,,70s,0
450,1970,8,5,United States,North America,Milwaukee,43.064388,-87.966202,"8/5/1970: Suspected revolutionary leftists bombed a research laboratory of the Wisconsin Motors Division of Continental Motors Corporation in Milwaukee, United States.  There were no casualties but the bomb caused $10,000 in damages to the laboratory.  There were many other bombings in the Milwaukee area during this time period.",0,Bombing/Explosion,Business,Multinational Corporation,Left-Wing Militants,Explosives,0,0,0,,70s,0
451,1970,8,6,Argentina,South America,San Miguel de Tucuman,-26.808285,-65.21759,,0,Assassination,Police,Police Security Forces/Officers,Unknown,Firearms,1,0,NA,,70s,
452,1970,8,6,United States,North America,Placentia,33.871124,-117.861401,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,0,0,NA,,70s,
453,1970,8,6,United States,North America,San Jose,37.338475,-121.885794,"8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",0,Armed Assault,Police,Police Security Forces/Officers,Black Nationalists,Firearms,1,0,0,To kill police,70s,0
454,1970,8,7,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,SFT,Explosives,NA,NA,NA,,70s,
455,1970,8,7,United States,North America,Dundalk,39.26931,-76.503519,"8/7/1970: Unknown perpetrators threw a Molotov cocktail through the door window of a Selective Service Office in Dundalk, Maryland, United States.  There were no casualties but the damages to the building and draft records amounted to about $600.",0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Left-Wing Militants,Incendiary,0,0,0,Protest and sabotage the draft,70s,0
456,1970,8,7,United States,North America,San Rafael,37.97457,-122.532474,,0,Hostage Taking (Kidnapping),Government (General),Judge/Attorney/Court,Jonathan Jackson Brigade,Firearms,4,2,NA,,70s,
457,1970,8,9,Argentina,South America,Santa Fe,-31.632368,-60.699359,,0,Armed Assault,Business,Medical/Pharmaceutical,Peronist Armed Forces (FAP),Firearms,NA,NA,NA,,70s,
458,1970,8,10,United States,North America,Portland,45.511795,-122.675629,"8/10/1970: Four members of the White Panthers Party threw three firebombs through the windows of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the resulting fire caused around $1,000 of damage to furniture within two offices.",0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,White Panther Party,Incendiary,0,0,0,Protest and sabotage the draft,70s,0
459,1970,8,11,United Kingdom,Western Europe,Crossmaglen,54.077313,-6.608787,,0,Bombing/Explosion,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Explosives,2,NA,NA,,70s,
460,1970,8,12,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Unknown,Explosives,NA,NA,NA,,70s,
461,1970,8,14,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Unknown,Explosives,NA,NA,NA,,70s,
462,1970,8,15,United States,North America,West Point,33.60651,-88.650419,"8/15/1970: John Thomas was shot to death in his car in West Point, Mississippi, United States.  Thomas was a civil rights activist who previously led the campaign of a Black mayoral candidate.  The shooter, Seth Stanley, a White male, was found not guilty by means of self defense by an all-White jury.",0,Assassination,Private Citizens & Property,Named Civilian,White extremists,Firearms,1,0,0,,70s,0
463,1970,8,17,United States,North America,Omaha,41.260675,-95.940469,,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Black Panthers,Explosives,1,7,NA,,70s,
464,1970,8,17,United States,North America,Minneapolis,44.964985,-93.260193,"8/17/1970: Unknown perpetrators placed twenty sticks of dynamite in an a federal office building housing the Armed Forces Examination Center in Minneapolis, Minnesota, United States.  The resulting explosion knocked a night watchman unconscious and caused an estimated $500,000 in damage to the building.  Windows were shattered at buildings within a one block radius of the explosion.",0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Explosives,0,1,0,Protest and sabotage the draft and the US Army,70s,0
465,1970,8,18,United States,North America,New York City,40.697132,-73.931351,"8/18/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred a month after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",0,Facility/Infrastructure Attack,NGO,Domestic NGO,Jewish Defense League (JDL),Incendiary,0,0,0,Revenge for the firebombing of a Jewish Community Center in Brooklyn,70s,0
466,1970,8,19,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Tupamaros (Uruguay),Unknown,0,0,NA,,70s,
467,1970,8,20,United States,North America,Washington,38.908642,-77.015381,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Revolutionary Action Party,Explosives,0,0,NA,,70s,
468,1970,8,20,United States,North America,Reisterstown,39.464791,-76.829198,"8/20/1970: Stuart W. Baker Jr. and John Jefferson Rimes firebombed a Selective Service Office located in a Masonic Temple in Reisterstown, Maryland, United States.  There were no casualties but seven thousand draft records were destroyed or damaged and $300 worth of office equipment was also destroyed.",0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Left-Wing Militants,Incendiary,0,0,0,Protest and sabotage the draft,70s,0
469,1970,8,20,United States,North America,Berkeley,37.874043,-122.280022,"8/20/1970: Police Officer Ronald T. Tsukamoto was shot and killed by an unknown perpetrator in Berkeley, California, United States.  While writing a ticket for a motorcyclist, a man walked up to Officer Tsukamoto and shot him  twice with a revolver.  The perpetrator immediately jumped in a car driven by an African American male and sped away.",0,Armed Assault,Police,Police Security Forces/Officers,Black Nationalists,Firearms,1,0,0,To kill police,70s,0
470,1970,8,21,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Barricade Incident),Telecommunication,Radio,Tupamaros (Uruguay),Firearms,0,0,NA,,70s,
471,1970,8,21,United States,North America,Eugene,44.04483,-123.072606,"8/21/1970: Unknown perpetrators placed a timed firebomb in the hallway of Emerald Hall at the University Oregon in Eugene, United States.  After the firebomb ignited, the sprinkler system of the building immediately put out the blaze.  However, the building sustained around $2,750 in damages caused mainly by the water from the sprinkler system.",0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Student Radicals,Incendiary,0,0,0,,70s,0
472,1970,8,22,United States,North America,St. Paul,44.943829,-93.093326,"8/22/1970: Gary Hogan, a suspected member of the Black Panthers Party, placed two time bombs in Dayton's Department Store in St. Paul, Minnesota, United States.  The first bomb detonated severely injuring one woman and causing damages to the restroom.  The second bomb, ten times more powerful that the first, was discovered and disarmed outside of the restroom by police.  It is believed that the second bomb was intended to kill police officers responding to the scene of the first bomb.",0,Bombing/Explosion,Police,Police Security Forces/Officers,Black Panthers,Explosives,0,1,0,To kill police,70s,0
473,1970,8,22,United States,North America,Baltimore,39.308342,-76.616104,"8/22/1970: Unknown perpetrators firebombed a National Guard truck stationed at an armory in Baltimore, Maryland, United States.  There were no casualties and it is unknown if there were any damages.",0,Facility/Infrastructure Attack,Military,Military Transportation/Vehicle (excluding convoys),Left-Wing Militants,Incendiary,0,0,0,Protest the national guard and the US military,70s,0
474,1970,8,24,United States,North America,Madison,43.07295,-89.386694,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,New Year's Gang,Explosives,1,4,NA,,70s,
475,1970,8,25,Mexico,North America,Mexico city,19.371887,-99.086624,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Unknown,Unknown,0,0,NA,,70s,
476,1970,8,25,United States,North America,Burlington,42.505832,-71.19376,"8/25/1970: Unknown revolutionary leftists tossed a Molotov cocktail into the Police Headquarters in Burlington, Massachusetts, United States.  The only Police Officer on duty, Ronald I. Glejzer, escaped without injury however the building was destroyed.",0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Left-Wing Militants,Incendiary,0,0,0,Offensive against police,70s,0
477,1970,8,27,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,NA,NA,NA,,70s,
478,1970,8,27,United States,North America,Cambridge,42.377003,-71.11666,"8/27/1970: Unknown perpetrators placed an incendiary device connected to a detonator on the window ledge of a kitchen within the John F. Kennedy School of Government at Harvard University in Cambridge, Massachusetts, United States.  The device was discovered and subsequently disarmed.",0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Student Radicals,Incendiary,0,0,0,,70s,0
479,1970,8,28,United States,North America,Rocky Mount,35.948199,-77.795207,"8/28/1970: Two explosive charges were set off at the G. W. Bullick School in Rocky Mount, North Carolina, United States.  The school was scheduled to be integrated.  There were no casualties in the attack and the school sustained minor damage.",0,Bombing/Explosion,Educational Institution,School/University/Educational Building,White extremists,Explosives,0,0,0,To prevent the school from desegregating.,70s,0
480,1970,8,28,United States,North America,Walnut Creek,37.90118,-122.061628,"8/28/1970: Unknown perpetrators firebombed the National Guard Armory in Walnut Creek, California, United States.  There were no casualties and it is unknown if the armory was damaged.",0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Incendiary,0,0,0,To protest and sabotage the National Guard,70s,0
481,1970,8,29,United States,North America,Washington,38.908642,-77.015381,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Revolutionary Action Party,Explosives,0,0,NA,,70s,
482,1970,8,29,United States,North America,Berkeley,37.874043,-122.280022,,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Unknown,Incendiary,0,0,NA,,70s,
483,1970,8,29,United States,North America,Walnut Creek,37.90118,-122.061628,"8/28/1970: Unknown perpetrators firebombed a municipal court building in Walnut Creek, California, United States.  There were no casualties and it is unknown if the building was damaged.",0,Facility/Infrastructure Attack,Government (General),Judge/Attorney/Court,Left-Wing Militants,Incendiary,0,0,0,,70s,0
484,1970,8,29,United States,North America,Santa Fe Springs,33.946154,-118.082952,"8/29/1970:  Unknown perpetrators placed a bomb in front of the California Highway Patrol office in Santa Fe Springs, California, United States.  The bomb was discovered and subsequently disarmed.",0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Left-Wing Militants,Explosives,0,0,0,,70s,0
485,1970,8,30,United States,North America,Washington,38.908642,-77.015381,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Revolutionary Action Party,Explosives,0,0,NA,,70s,
486,1970,8,30,United States,North America,Athens,33.948005,-83.377322,"8/30/1970: Unknown perpetrators threw a Molotov cocktail through the window of the R.O.T.C. building at the University of Georgia in Athens, United States.  The resulting fire was put out almost immediately by the sprinkler system, however, one classroom sustained minor water damage.",0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Student Radicals,Incendiary,0,0,0,To protest the R.O.T.C. program and the war in Vietnam,70s,0
487,1970,8,31,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Turkish People's Liberation Army,Explosives,0,0,NA,,70s,
488,1970,9,0,Jordan,Middle East & North Africa,Amman,31.950001,35.933331,,0,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Palestinians,Unknown,0,0,NA,,70s,
489,1970,9,0,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Facility/Infrastructure Attack,Business,Entertainment/Cultural/Stadium/Casino,Tupamaros (Uruguay),Incendiary,2,0,2,,70s,
490,1970,9,1,United States,North America,Philadelphia,40.008171,-75.13549,,0,Armed Assault,Business,Bank/Commerce,"Weather Underground, Weathermen",Firearms,0,0,NA,,70s,
491,1970,9,2,Greece,Western Europe,Athens,37.99749,23.762728,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,2,0,2,,70s,
492,1970,9,2,United States,North America,San Francisco,37.755363,-122.443352,"9/2/1970: Unknown perpetrators, stationed in a car, threw a bomb into an unoccupied police vehicle that was located in a predominantly African American neighborhood in San Francisco, California, United States.  There were no casualties but the car was extensively damaged.",0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Black Nationalists,Explosives,0,0,0,Offensive against police,70s,0
493,1970,9,2,United States,North America,Milpitas,37.432805,-121.897259,"9/2/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrators detonated a bomb at the Ford Motor Company's plant in Milpitas, California, United States.  There were no casualties but windows in the front lobby were shattered.",1,Bombing/Explosion,Business,Multinational Corporation,Left-Wing Militants,Explosives,0,0,0,,70s,0
494,1970,9,3,United States,North America,Fremont,37.548148,-121.988566,"9/3/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrator detonated a bomb at the General Motors Company's plant in Fremont, California, United States.  There were no casualties but a total of twenty-seven windows were shattered.",1,Bombing/Explosion,Business,Multinational Corporation,Left-Wing Militants,Explosives,0,0,0,,70s,0
495,1970,9,3,United States,North America,Memphis,35.14968,-90.048929,"9/3/1970: Unknown perpetrators placed three large homemade bombs near the statue of Edward Hull Crump at Overton Park in Memphis, Tennessee, United States.  The bombs were discovered and subsequently removed by the police.",0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Unknown,Explosives,0,0,0,,70s,0
496,1970,9,4,United States,North America,St. Paul,44.943829,-93.093326,,0,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,Explosives,0,0,NA,,70s,
497,1970,9,4,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Tupamaros (Uruguay),Explosives,0,0,NA,,70s,
