has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1,3,female,29,28,1,1,Other,European/Caucasian-American,0,3,10,5,8,Education,50,10,30,10,0,0,75,10,75,10,10,10,4,7,7,4,4,5,4,7,7,4,4,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,9,9,10,9,7,4,9,9,9,9,4,4,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,9,6,9,5.5,0,1,0,0
0,3,female,29,26,3,3,Other,European/Caucasian-American,0,3,10,5,8,Education,25,10,20,20,15,10,75,10,18,18,10,10,6,6,6,8,6,5,7,7,7,7,7,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,6,10,10,8,8,8,7,9,9,7,7,7,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,6,2,7,2,0,0,0,0
0,3,female,29,21,8,10,Other,European/Caucasian-American,0,3,10,5,8,Education,60,15,0,15,0,10,75,10,10,10,10,10,4,8,6,6,5,1,4,7,7,7,4,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,2,10,10,1,7,2,4,9,9,4,7,4,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,3,1,3,2,0,0,0,0
0,3,female,29,22,7,10,Other,European/Caucasian-American,0,3,10,5,8,Education,21,20,19,20,10,10,75,18,18,18,10,10,5,8,7,6,5,5,4,7,7,7,4,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,10,4,8,1,1,3,9,4,7,4,4,4,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,3,1,3,2,0,0,0,0
1,3,female,29,22,7,10,Other,European/Caucasian-American,0,3,10,5,8,Education,30,10,20,30,0,10,75,10,18,75,10,10,4,7,6,6,7,5,4,7,7,7,7,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,7,10,10,9,7,4,7,9,9,9,4,4,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,8,4,7,2,0,1,0,0
0,3,female,29,25,4,5,Other,European/Caucasian-American,0,3,10,5,8,Education,30,0,30,30,10,0,75,10,75,75,10,10,6,8,8,7,7,5,7,7,7,7,7,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,9,10,10,9,10,8,9,9,9,9,9,7,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,8,8,7,8.5,0,1,0,0
1,3,female,29,24,5,5,Other,Other,1,3,10,5,8,Education,20,20,20,20,10,10,18,18,18,18,10,10,5,6,7,6,5,5,4,7,7,7,4,4,5,20,25,15,15,20,10,18,75,10,10,18,7,9,9,9,9,7,9,9,9,9,2,10,10,5,7,5,4,9,9,4,4,4,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,3,3,9,9,3,3,3,3,3,3,3,9,7,7,9,3,3,4,10,2,2,15,1,7,3,7,2,0,0,1,0
1,3,female,28,29,1,1,European/Caucasian-American,'Latino/Hispanic American',0,1,5,1,4,Education,20,25,15,15,53,20,18,75,10,10,75,18,3,6,8,5,6,5,4,7,4,4,7,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,5,8,7,8,8,3,4,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,5,4,3,2,0,0,0,0
0,3,female,28,22,6,5,European/Caucasian-American,Other,0,1,5,1,4,Education,20,15,20,20,5,10,18,10,18,18,10,10,0,6,5,4,3,2,4,7,4,4,4,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,6,8,7,8,7,3,7,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,5,4,3,2,0,0,0,0
0,3,female,28,27,1,1,European/Caucasian-American,'Black/African American',0,1,5,1,4,Education,21,17,22,20,8,13,75,18,75,18,10,10,4,6,6,5,5,2,4,7,7,4,4,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,7,7,8,7,8,6,7,7,7,7,7,7,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,5,3,3,2,0,0,0,0
0,3,female,28,28,0,1,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,50,10,30,10,0,0,75,10,75,10,10,10,2,8,8,4,6,3,4,7,7,4,7,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,8,8,8,8,8,5,7,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,8,4,7,2,0,1,0,0
0,3,female,28,26,2,3,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,25,10,20,20,15,10,75,10,18,18,10,10,5,8,9,7,5,5,4,7,9,7,4,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,6,5,6,8,8,4,7,4,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,5,2,3,2,0,0,0,0
0,3,female,28,21,7,10,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,60,15,0,15,0,10,75,10,10,10,10,10,6,6,8,7,7,2,7,7,7,7,7,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,6,9,8,8,8,5,7,9,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,6,4,7,2,0,1,1,1
0,3,female,28,22,6,5,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,21,20,19,20,10,10,75,18,18,18,10,10,5,8,7,5,6,5,4,7,7,4,7,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,7,7,8,8,8,5,7,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,6,4,7,2,0,0,0,0
0,3,female,28,22,6,5,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,30,10,20,30,0,10,75,10,18,75,10,10,3,7,7,3,6,5,4,7,7,4,7,4,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,6,5,7,8,9,4,7,4,7,7,9,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,4,2,3,2,0,0,0,0
0,3,female,28,25,3,3,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,30,0,30,30,10,0,75,10,75,75,10,10,5,9,10,7,8,7,4,9,9,7,7,7,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,5,8,8,8,7,4,4,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,7,5,7,5.5,0,0,0,0
0,3,female,28,24,4,5,European/Caucasian-American,Other,0,1,5,1,4,Education,20,20,20,20,10,10,18,18,18,18,10,10,6,7,8,6,5,7,7,7,7,7,4,7,15,15,20,15,15,20,10,10,18,10,10,18,7,10,7,10,7,7,9,7,9,7,6,8,8,8,8,5,7,7,7,7,7,4,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,3,3,3,9,9,9,3,3,3,9,7,9,9,7,9,7,7,5,5,1,6,7,1,7,4,7,2,0,1,1,1
0,3,female,26,29,3,3,'Latino/Hispanic American','Latino/Hispanic American',1,1,1,1,1,LAW,20,25,15,15,53,20,18,75,10,10,75,18,9,8,8,8,7,5,9,7,7,7,7,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,6,7,7,7,8,6,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,6,7,7,8.5,0,0,1,0
0,3,female,26,22,4,5,'Latino/Hispanic American',Other,0,1,1,1,1,LAW,20,15,20,20,5,10,18,10,18,18,10,10,10,10,10,10,10,10,9,9,9,9,9,9,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,8,7,9,9,9,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,8,8,7,8.5,1,1,1,1
0,3,female,26,27,1,1,'Latino/Hispanic American','Black/African American',0,1,1,1,1,LAW,21,17,22,20,8,13,75,18,75,18,10,10,8,7,6,5,5,4,7,7,7,4,4,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,6,7,7,5,6,6,7,7,7,4,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,6,5,7,5.5,0,0,1,0
1,3,female,26,28,2,3,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,50,10,30,10,0,0,75,10,75,10,10,10,8,6,8,6,7,5,7,7,7,7,7,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,8,8,7,8.5,0,1,1,1
0,3,female,26,26,0,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,25,10,20,20,15,10,75,10,18,18,10,10,8,6,7,5,6,7,7,7,7,4,7,7,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,7,7,8,7,8,7,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,7,7,7,8.5,0,0,0,0
1,3,female,26,21,5,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,60,15,0,15,0,10,75,10,10,10,10,10,10,6,8,10,6,5,9,7,7,9,7,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,7,8,8,7,8,8,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,8,8,7,8.5,0,0,0,0
1,3,female,26,22,4,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,21,20,19,20,10,10,75,18,18,18,10,10,7,7,7,7,7,7,7,7,7,7,7,7,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,7,7,6,6,7,7,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,7,7,7,8.5,1,0,1,0
0,3,female,26,22,4,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,30,10,20,30,0,10,75,10,18,75,10,10,7,7,7,6,5,5,7,7,7,7,4,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,7,8,8,7,9,7,7,7,7,7,9,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,7,8,7,8.5,0,0,1,0
0,3,female,26,25,1,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,LAW,30,0,30,30,10,0,75,10,75,75,10,10,10,9,9,9,7,8,9,9,9,9,7,7,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,6,8,8,7,7,8,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,7,7,7,8.5,0,1,1,1
0,3,female,26,24,2,3,'Latino/Hispanic American',Other,0,1,1,1,1,LAW,20,20,20,20,10,10,18,18,18,18,10,10,6,5,6,4,5,5,7,4,7,4,4,4,30,10,20,20,10,10,75,10,18,18,10,10,9,9,9,9,9,9,9,9,9,9,7,7,8,6,8,6,7,7,7,7,7,7,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,7,3,7,7,7,7,7,7,7,7,3,3,9,7,9,9,3,5,1,5,6,2,4,6,7,7,8.5,0,0,1,0
1,3,female,24,29,5,5,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,3,1,4,LAW,20,25,15,15,53,20,18,75,10,10,75,18,2,6,7,5,6,4,4,7,7,4,7,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,2,7,7,5,4,2,4,7,7,4,4,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,6,5,7,5.5,0,1,0,0
1,3,female,24,22,2,3,'Asian/Pacific Islander/Asian-American',Other,0,1,3,1,4,LAW,20,15,20,20,5,10,18,10,18,18,10,10,5,5,5,5,5,5,4,4,4,4,4,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,7,7,7,5,5,5,7,7,7,4,4,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,7,5,7,5.5,1,1,1,1
1,3,female,24,27,3,3,'Asian/Pacific Islander/Asian-American','Black/African American',0,1,3,1,4,LAW,21,17,22,20,8,13,75,18,75,18,10,10,4,7,7,6,5,3,4,7,7,7,4,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,7,7,8,5,5,5,7,7,7,4,4,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,6,3,7,2,0,1,0,0
1,3,female,24,28,4,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,50,10,30,10,0,0,75,10,75,10,10,10,1,6,8,7,9,5,4,7,7,7,9,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,6,7,8,5,6,5,7,7,7,4,7,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,6,5,7,5.5,0,1,0,0
1,3,female,24,26,2,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,25,10,20,20,15,10,75,10,18,18,10,10,5,7,9,7,5,4,4,7,9,7,4,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,6,6,9,8,8,5,7,7,9,7,7,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,8,4,7,2,0,1,0,0
1,3,female,24,21,3,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,60,15,0,15,0,10,75,10,10,10,10,10,6,4,6,7,7,5,7,4,7,7,4,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,1,7,5,3,5,1,4,7,4,4,4,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,1,1,3,2,0,0,0,0
1,3,female,24,22,2,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,21,20,19,20,10,10,75,18,18,18,10,10,5,8,8,5,7,6,4,7,7,4,7,7,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,3,8,5,3,7,1,4,7,4,4,7,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,1,3,3,2,0,0,0,0
1,3,female,24,22,2,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,30,10,20,30,0,10,75,10,18,75,10,10,4,8,7,6,7,5,4,7,7,7,7,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,4,5,5,5,8,5,4,4,4,4,7,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,3,1,3,2,0,0,0,0
1,3,female,24,25,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,1,4,LAW,30,0,30,30,10,0,75,10,75,75,10,10,7,8,7,7,3,5,7,7,7,7,4,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,3,8,8,7,8,3,4,7,7,7,7,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,5,5,3,5.5,0,0,0,0
1,3,female,24,24,0,1,'Asian/Pacific Islander/Asian-American',Other,0,1,3,1,4,LAW,20,20,20,20,10,10,18,18,18,18,10,10,5,6,6,7,6,5,4,7,7,7,7,4,5,15,45,25,0,10,10,10,75,75,10,10,6,8,9,8,7,7,7,9,7,7,3,7,4,2,3,2,4,7,4,4,4,4,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,3,3,7,7,9,7,3,3,3,9,3,7,9,3,3,7,3,6,2,2,6,2,1,3,5,3,5.5,0,0,0,0
0,3,female,27,29,2,3,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,6,3,8,4,Education,20,25,15,15,53,20,18,75,10,10,75,18,4,6,6,5,4,4,4,7,7,4,4,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,7,7,8,6,8,5,7,7,7,7,7,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,7,5,7,5.5,0,1,0,0
0,3,female,27,22,5,5,'Asian/Pacific Islander/Asian-American',Other,0,6,3,8,4,Education,20,15,20,20,5,10,18,10,18,18,10,10,6,6,8,6,7,6,7,7,7,7,7,7,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,7,7,7,6,5,5,7,7,7,7,4,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,6,5,7,5.5,0,1,0,0
0,3,female,27,27,0,1,'Asian/Pacific Islander/Asian-American','Black/African American',0,6,3,8,4,Education,21,17,22,20,8,13,75,18,75,18,10,10,3,4,6,3,7,2,4,4,7,4,7,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,4,5,7,4,5,3,4,4,7,4,4,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,4,2,3,2,0,0,0,0
0,3,female,27,28,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,50,10,30,10,0,0,75,10,75,10,10,10,4,6,8,4,9,1,4,7,7,4,9,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,7,7,8,6,4,4,7,7,7,7,4,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,7,5,7,5.5,0,1,0,0
0,3,female,27,26,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,25,10,20,20,15,10,75,10,18,18,10,10,6,6,9,6,6,5,7,7,9,7,7,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,5,6,8,6,8,4,4,7,7,7,7,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,5,3,3,2,0,0,0,0
0,3,female,27,21,6,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,60,15,0,15,0,10,75,10,10,10,10,10,7,7,9,8,8,5,7,7,9,7,7,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,5,6,6,4,7,5,4,7,7,4,7,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,6,4,7,2,0,1,0,0
0,3,female,27,22,5,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,21,20,19,20,10,10,75,18,18,18,10,10,6,7,8,4,7,6,7,7,7,4,7,7,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,6,6,7,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,6,4,7,2,0,1,0,0
1,3,female,27,22,5,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,30,10,20,30,0,10,75,10,18,75,10,10,3,7,6,6,5,5,4,7,7,7,4,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,6,6,7,6,5,4,7,7,7,7,4,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,5,3,3,2,1,1,0,0
0,3,female,27,25,2,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,3,8,4,Education,30,0,30,30,10,0,75,10,75,75,10,10,8,7,7,9,6,8,7,7,7,9,7,7,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,6,6,6,5,6,4,7,7,7,4,7,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,5,4,3,2,0,0,1,0
0,3,female,27,24,3,3,'Asian/Pacific Islander/Asian-American',Other,0,6,3,8,4,Education,20,20,20,20,10,10,18,18,18,18,10,10,6,6,7,5,6,5,7,7,7,4,7,4,10,25,25,10,10,20,10,75,75,10,10,18,8,8,6,9,9,7,7,7,9,9,8,6,8,5,8,5,7,7,7,4,7,4,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,7,7,7,7,7,7,9,3,3,7,7,7,7,9,9,7,3,3,2,4,2,2,4,6,5,7,5.5,0,1,1,1
0,3,female,23,29,6,5,Other,'Latino/Hispanic American',0,6,3,8,4,Education,20,25,15,15,53,20,18,75,10,10,75,18,8,8,8,8,6,8,7,7,7,7,7,7,17,17,17,17,17,15,18,18,18,18,18,10,7,9,9,8,9,7,9,9,7,9,6,7,8,7,8,6,7,7,7,7,7,7,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,3,7,7,7,7,7,7,9,7,7,7,9,7,7,9,7,7,10,0,8,15,1,6,6,7,5.5,0,0,1,0
0,3,female,23,22,1,1,Other,Other,1,6,3,8,4,Education,20,15,20,20,5,10,18,10,18,18,10,10,7,6,7,8,7,7,7,7,7,7,7,7,17,17,17,17,17,15,18,18,18,18,18,10,7,9,9,8,9,7,9,9,7,9,6,7,7,7,7,6,7,7,7,7,7,7,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,3,7,7,7,7,7,7,9,7,7,7,9,7,7,9,7,7,10,0,8,15,1,6,5,7,5.5,0,0,1,0
0,3,female,23,27,4,5,Other,'Black/African American',0,6,3,8,4,Education,21,17,22,20,8,13,75,18,75,18,10,10,6,7,6,7,5,3,7,7,7,7,4,4,17,17,17,17,17,15,18,18,18,18,18,10,7,9,9,8,9,7,9,9,7,9,7,7,7,7,7,6,7,7,7,7,7,7,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,3,7,7,7,7,7,7,9,7,7,7,9,7,7,9,7,7,10,0,8,15,1,6,5,7,5.5,0,0,0,0
